fishery_name,crc_area,angler_final,n_months,mean_of_months,sd_of_months,min_month,max_month,cv_across_months,pe_period
Nisqually salmon 2022,786,boat,4,6.764065787297528,1.183292964650848,5.525,8.363725294117648,0.17493812181321397,month
Nisqually salmon 2023,786,bank,5,2.7159413342731864,0.6541210632240715,2.007123870967742,3.505280174471993,0.24084506354004917,month
Nisqually salmon 2023,786,boat,4,6.564908130952381,1.3876347496131585,5.191665,7.914,0.21137154122092067,month
Nooksack fall salmon 2023,794,bank,1,2.236275294117647,NA,2.236275294117647,2.236275294117647,NA,month
Nooksack fall salmon 2023,794,boat,1,4.591665,NA,4.591665,4.591665,NA,month
Nooksack fall salmon 2024,794,bank,1,2.934999,NA,2.934999,2.934999,NA,month
Nooksack fall salmon 2024,794,boat,1,4.725,NA,4.725,4.725,NA,month
Puyallup Carbon salmon 2024,802,bank,2,3.1071830033721843,0.2542381862597802,2.9274094578313252,3.2869565489130435,0.08182272688279346,month
Puyallup Carbon salmon 2024,804,bank,3,3.079474371573898,0.40741026176766043,2.6395835416666666,3.4438329601518025,0.13229863691297286,month
Puyallup Carbon salmon 2025,802,bank,2,3.0610553326996195,0.5161742786388704,2.696065,3.4260456653992395,0.16862624896873188,month
Puyallup Carbon salmon 2025,804,bank,3,2.851085828222896,0.5190930706637064,2.2740993243243244,3.2801939682539683,0.18206855280370887,month
Puyallup_Carbon salmon 2022,802,bank,1,3.5057792879256966,NA,3.5057792879256966,3.5057792879256966,NA,month
Puyallup_Carbon salmon 2022,804,bank,2,3.4475618775690373,0.1427134608979588,3.3466482216014897,3.5484755335365854,0.041395474821351044,month
Puyallup_Carbon salmon 2023,802,bank,2,2.916267910412758,0.3486781248181437,2.669715243902439,3.162820576923077,0.11956313189647691,month
Puyallup_Carbon salmon 2023,804,bank,3,2.8797157779596962,0.728020925366452,2.1110275939849625,3.5587687511071744,0.2528099928952923,month
Quillayute fall salmon 2022,398,bank,3,4.649503988095238,0.605263154830593,4.03958375,5.25,0.1301780053055834,month
Quillayute fall salmon 2022,398,boat,2,6.6761361948676825,0.34666374925666105,6.4310079069767445,6.9212644827586205,0.05192580545662936,month
Quillayute fall salmon 2022,400,bank,2,5.726136666666667,1.1769038125616822,4.89394,6.558333333333334,0.20553191114224462,month
Quillayute fall salmon 2022,400,boat,1,4.0333325,NA,4.0333325,4.0333325,NA,month
Quillayute fall salmon 2022,402,boat,1,6.008335,NA,6.008335,6.008335,NA,month
Quillayute fall salmon 2022,404,bank,4,4.238492619047619,1.6871382393917558,2,5.992857142857143,0.39805147514232364,month
Quillayute fall salmon 2022,404,boat,4,4.893748641304348,1.960811764362889,2,6.299999565217392,0.40067684470207426,month
Quillayute fall salmon 2022,406,bank,2,2.6704839583333335,1.8910212628558687,1.33333,4.007637916666667,0.7081193118404154,month
Quillayute fall salmon 2022,406,boat,2,6.08775921875,0.5719492861762056,5.68333,6.4921884375,0.09395070757966738,month
