fishery_name,week,angler_final,n,total,prop
Skagit summer sockeye 2026,2026-06-28,Boat,21,56,0.375
Skagit summer sockeye 2026,2026-07-05,Bank,64,111,0.5765765765765766
Skagit summer sockeye 2026,2026-07-05,Boat,47,111,0.42342342342342343
Skagit summer sockeye 2026,2026-07-12,Bank,52,82,0.6341463414634146
Skagit summer sockeye 2026,2026-07-12,Boat,30,82,0.36585365853658536
Skagit summer sockeye 2026,2026-07-19,Bank,25,41,0.6097560975609756
Skagit summer sockeye 2026,2026-07-19,Boat,16,41,0.3902439024390244
Skagit summer sockeye 2026,2026-07-26,Bank,20,31,0.6451612903225806
Skagit summer sockeye 2026,2026-07-26,Boat,11,31,0.3548387096774194
Skagit winter gamefish 2021-22,2021-12-26,Bank,7,8,0.875
Skagit winter gamefish 2021-22,2021-12-26,Boat,1,8,0.125
Skagit winter gamefish 2021-22,2022-01-02,Bank,12,15,0.8
Skagit winter gamefish 2021-22,2022-01-02,Boat,3,15,0.2
Skagit winter gamefish 2021-22,2022-01-09,Bank,14,16,0.875
Skagit winter gamefish 2021-22,2022-01-09,Boat,2,16,0.125
Skagit winter gamefish 2021-22,2022-01-16,Bank,26,35,0.7428571428571429
Skagit winter gamefish 2021-22,2022-01-16,Boat,9,35,0.2571428571428571
Skagit winter gamefish 2021-22,2022-01-23,Bank,30,47,0.6382978723404256
Skagit winter gamefish 2021-22,2022-01-23,Boat,17,47,0.3617021276595745
Skagit winter gamefish 2021-22,2022-01-30,Bank,17,23,0.7391304347826086
Skagit winter gamefish 2021-22,2022-01-30,Boat,6,23,0.2608695652173913
Skagit winter gamefish 2022-23,2022-11-27,Bank,1,1,1
Skagit winter gamefish 2022-23,2022-12-04,Bank,5,6,0.8333333333333334
Skagit winter gamefish 2022-23,2022-12-04,Boat,1,6,0.16666666666666666
Skagit winter gamefish 2022-23,2022-12-11,Bank,6,9,0.6666666666666666
Skagit winter gamefish 2022-23,2022-12-11,Boat,3,9,0.3333333333333333
Skagit winter gamefish 2022-23,2022-12-25,Bank,5,6,0.8333333333333334
Skagit winter gamefish 2022-23,2022-12-25,Boat,1,6,0.16666666666666666
Skagit winter gamefish 2022-23,2023-01-01,Bank,11,17,0.6470588235294118
Skagit winter gamefish 2022-23,2023-01-01,Boat,6,17,0.35294117647058826
Skagit winter gamefish 2022-23,2023-01-08,Bank,27,38,0.7105263157894737
Skagit winter gamefish 2022-23,2023-01-08,Boat,11,38,0.2894736842105263
Skagit winter gamefish 2022-23,2023-01-15,Bank,37,45,0.8222222222222222
Skagit winter gamefish 2022-23,2023-01-15,Boat,8,45,0.17777777777777778
Skagit winter gamefish 2022-23,2023-01-22,Bank,51,67,0.7611940298507462
Skagit winter gamefish 2022-23,2023-01-22,Boat,16,67,0.23880597014925373
Skagit winter gamefish 2022-23,2023-01-29,Bank,46,61,0.7540983606557377
Skagit winter gamefish 2022-23,2023-01-29,Boat,15,61,0.2459016393442623
Skagit winter gamefish 2024,2023-12-31,Bank,19,21,0.9047619047619048
Skagit winter gamefish 2024,2023-12-31,Boat,2,21,0.09523809523809523
Skagit winter gamefish 2024,2024-01-07,Bank,9,9,1
Skagit winter gamefish 2024,2024-01-14,Bank,15,15,1
Skagit winter gamefish 2024,2024-01-21,Bank,15,24,0.625
Skagit winter gamefish 2024,2024-01-21,Boat,9,24,0.375
Skagit winter gamefish 2024,2024-01-28,Bank,2,3,0.6666666666666666
Skagit winter gamefish 2024,2024-01-28,Boat,1,3,0.3333333333333333
Skagit winter gamefish 2025,2024-12-29,Bank,4,6,0.6666666666666666
Skagit winter gamefish 2025,2024-12-29,Boat,2,6,0.3333333333333333
Skagit winter gamefish 2025,2025-01-05,Bank,23,27,0.8518518518518519
Skagit winter gamefish 2025,2025-01-05,Boat,4,27,0.14814814814814814
Skagit winter gamefish 2025,2025-01-12,Bank,22,34,0.6470588235294118
Skagit winter gamefish 2025,2025-01-12,Boat,12,34,0.35294117647058826
Skagit winter gamefish 2025,2025-01-19,Bank,13,15,0.8666666666666667
Skagit winter gamefish 2025,2025-01-19,Boat,2,15,0.13333333333333333
Skagit winter gamefish 2025,2025-01-26,Bank,11,13,0.8461538461538461
Skagit winter gamefish 2025,2025-01-26,Boat,2,13,0.15384615384615385
Skagit winter steelhead 2021,2021-01-31,Bank,45,62,0.7258064516129032
Skagit winter steelhead 2021,2021-01-31,Boat,17,62,0.27419354838709675
Skagit winter steelhead 2021,2021-02-07,Bank,52,74,0.7027027027027027
Skagit winter steelhead 2021,2021-02-07,Boat,22,74,0.2972972972972973
Skagit winter steelhead 2021,2021-02-14,Bank,66,118,0.559322033898305
Skagit winter steelhead 2021,2021-02-14,Boat,52,118,0.4406779661016949
Skagit winter steelhead 2021,2021-02-21,Bank,66,121,0.5454545454545454
Skagit winter steelhead 2021,2021-02-21,Boat,55,121,0.45454545454545453
Skagit winter steelhead 2021,2021-02-28,Bank,112,209,0.5358851674641149
Skagit winter steelhead 2021,2021-02-28,Boat,97,209,0.46411483253588515
Skagit winter steelhead 2021,2021-03-07,Bank,138,243,0.5679012345679012
Skagit winter steelhead 2021,2021-03-07,Boat,105,243,0.43209876543209874
Skagit winter steelhead 2021,2021-03-14,Bank,101,219,0.4611872146118721
Skagit winter steelhead 2021,2021-03-14,Boat,118,219,0.5388127853881278
Skagit winter steelhead 2021,2021-03-21,Bank,90,221,0.4072398190045249
Skagit winter steelhead 2021,2021-03-21,Boat,131,221,0.5927601809954751
Skagit winter steelhead 2021,2021-03-28,Bank,89,227,0.3920704845814978
Skagit winter steelhead 2021,2021-03-28,Boat,138,227,0.6079295154185022
Skagit winter steelhead 2021,2021-04-04,Bank,93,224,0.41517857142857145
Skagit winter steelhead 2021,2021-04-04,Boat,131,224,0.5848214285714286
Skagit winter steelhead 2021,2021-04-11,Bank,57,142,0.4014084507042254
Skagit winter steelhead 2021,2021-04-11,Boat,85,142,0.5985915492957746
Skagit winter steelhead 2023,2023-03-19,Bank,25,50,0.5
Skagit winter steelhead 2023,2023-03-19,Boat,25,50,0.5
Skagit winter steelhead 2023,2023-03-26,Bank,81,144,0.5625
Skagit winter steelhead 2023,2023-03-26,Boat,63,144,0.4375
Skagit winter steelhead 2023,2023-04-02,Bank,129,198,0.6515151515151515
Skagit winter steelhead 2023,2023-04-02,Boat,69,198,0.3484848484848485
Skagit winter steelhead 2023,2023-04-09,Bank,86,122,0.7049180327868853
Skagit winter steelhead 2023,2023-04-09,Boat,36,122,0.29508196721311475
Skagit winter steelhead 2023,2023-04-16,Bank,71,84,0.8452380952380952
Skagit winter steelhead 2023,2023-04-16,Boat,13,84,0.15476190476190477
Skagit winter steelhead 2023,2023-04-23,Bank,95,132,0.7196969696969697
Skagit winter steelhead 2023,2023-04-23,Boat,37,132,0.2803030303030303
Skagit winter steelhead 2023,2023-04-30,Bank,13,16,0.8125
Skagit winter steelhead 2023,2023-04-30,Boat,3,16,0.1875
Skagit winter steelhead 2024,2024-01-28,Bank,14,15,0.9333333333333333
Skagit winter steelhead 2024,2024-01-28,Boat,1,15,0.06666666666666667
Skagit winter steelhead 2024,2024-02-04,Bank,42,69,0.6086956521739131
Skagit winter steelhead 2024,2024-02-04,Boat,27,69,0.391304347826087
Skagit winter steelhead 2024,2024-02-11,Bank,78,113,0.6902654867256637
Skagit winter steelhead 2024,2024-02-11,Boat,35,113,0.30973451327433627
Skagit winter steelhead 2024,2024-02-18,Bank,62,91,0.6813186813186813
Skagit winter steelhead 2024,2024-02-18,Boat,29,91,0.31868131868131866
Skagit winter steelhead 2024,2024-02-25,Bank,57,78,0.7307692307692307
Skagit winter steelhead 2024,2024-02-25,Boat,21,78,0.2692307692307692
Skagit winter steelhead 2024,2024-03-03,Bank,58,95,0.6105263157894737
Skagit winter steelhead 2024,2024-03-03,Boat,37,95,0.3894736842105263
Skagit winter steelhead 2024,2024-03-10,Bank,91,142,0.6408450704225352
Skagit winter steelhead 2024,2024-03-10,Boat,51,142,0.3591549295774648
Skagit winter steelhead 2024,2024-03-17,Bank,76,130,0.5846153846153846
Skagit winter steelhead 2024,2024-03-17,Boat,54,130,0.4153846153846154
Skagit winter steelhead 2024,2024-03-24,Bank,75,127,0.5905511811023622
Skagit winter steelhead 2024,2024-03-24,Boat,52,127,0.4094488188976378
Skagit winter steelhead 2024,2024-03-31,Bank,79,132,0.5984848484848485
Skagit winter steelhead 2024,2024-03-31,Boat,53,132,0.4015151515151515
Skagit winter steelhead 2024,2024-04-07,Bank,85,145,0.5862068965517241
Skagit winter steelhead 2024,2024-04-07,Boat,60,145,0.41379310344827586
Skagit winter steelhead 2024,2024-04-14,Bank,60,95,0.631578947368421
Skagit winter steelhead 2024,2024-04-14,Boat,35,95,0.3684210526315789
Skagit winter steelhead 2025,2025-01-26,Bank,22,25,0.88
Skagit winter steelhead 2025,2025-01-26,Boat,3,25,0.12
Skagit winter steelhead 2025,2025-02-02,Bank,27,40,0.675
Skagit winter steelhead 2025,2025-02-02,Boat,13,40,0.325
Skagit winter steelhead 2025,2025-02-09,Bank,47,58,0.8103448275862069
Skagit winter steelhead 2025,2025-02-09,Boat,11,58,0.1896551724137931
Skagit winter steelhead 2025,2025-02-16,Bank,38,60,0.6333333333333333
Skagit winter steelhead 2025,2025-02-16,Boat,22,60,0.36666666666666664
Skagit winter steelhead 2025,2025-02-23,Bank,33,62,0.532258064516129
Skagit winter steelhead 2025,2025-02-23,Boat,29,62,0.46774193548387094
Skagit winter steelhead 2025,2025-03-02,Bank,95,154,0.6168831168831169
Skagit winter steelhead 2025,2025-03-02,Boat,59,154,0.38311688311688313
Skagit winter steelhead 2025,2025-03-09,Bank,121,192,0.6302083333333334
Skagit winter steelhead 2025,2025-03-09,Boat,71,192,0.3697916666666667
Skagit winter steelhead 2025,2025-03-16,Bank,115,182,0.6318681318681318
Skagit winter steelhead 2025,2025-03-16,Boat,67,182,0.36813186813186816
Skagit winter steelhead 2025,2025-03-23,Bank,56,77,0.7272727272727273
Skagit winter steelhead 2025,2025-03-23,Boat,21,77,0.2727272727272727
Skagit winter steelhead 2025,2025-03-30,Bank,110,175,0.6285714285714286
Skagit winter steelhead 2025,2025-03-30,Boat,65,175,0.37142857142857144
Skagit winter steelhead 2025,2025-04-06,Bank,83,149,0.5570469798657718
Skagit winter steelhead 2025,2025-04-06,Boat,66,149,0.4429530201342282
Skookumchuck winter steelhead 2024-25,2024-12-01,Bank,6,6,1
Skookumchuck winter steelhead 2024-25,2024-12-08,Bank,17,17,1
Skookumchuck winter steelhead 2024-25,2024-12-15,Bank,40,40,1
Skookumchuck winter steelhead 2024-25,2024-12-22,Bank,36,36,1
Skookumchuck winter steelhead 2024-25,2024-12-29,Bank,80,80,1
Skookumchuck winter steelhead 2024-25,2025-01-05,Bank,41,41,1
Skookumchuck winter steelhead 2024-25,2025-01-12,Bank,49,50,0.98
Skookumchuck winter steelhead 2024-25,2025-01-12,Boat,1,50,0.02
Skookumchuck winter steelhead 2024-25,2025-01-19,Bank,48,48,1
Skookumchuck winter steelhead 2024-25,2025-01-26,Bank,21,21,1
Skookumchuck winter steelhead 2024-25,2025-02-02,Bank,25,25,1
Skookumchuck winter steelhead 2024-25,2025-02-09,Bank,21,21,1
Skookumchuck winter steelhead 2024-25,2025-02-16,Bank,50,50,1
Skookumchuck winter steelhead 2024-25,2025-02-23,Bank,46,46,1
Skookumchuck winter steelhead 2025-26,2025-11-30,Bank,4,4,1
Skookumchuck winter steelhead 2025-26,2025-12-07,Bank,2,2,1
Skookumchuck winter steelhead 2025-26,2025-12-14,Bank,12,12,1
Skookumchuck winter steelhead 2025-26,2025-12-21,Bank,17,17,1
Skookumchuck winter steelhead 2025-26,2025-12-28,Bank,12,12,1
Skookumchuck winter steelhead 2025-26,2026-01-04,Bank,10,10,1
Skookumchuck winter steelhead 2025-26,2026-01-11,Bank,39,39,1
Skookumchuck winter steelhead 2025-26,2026-01-18,Bank,46,46,1
Skookumchuck winter steelhead 2025-26,2026-01-25,Bank,15,15,1
Skookumchuck winter steelhead 2025-26,2026-02-01,Bank,54,54,1
Skookumchuck winter steelhead 2025-26,2026-02-08,Bank,19,19,1
Skookumchuck winter steelhead 2025-26,2026-02-15,Bank,11,11,1
Skykomish summer Chinook 2020,2020-05-24,Bank,13,31,0.41935483870967744
Skykomish summer Chinook 2020,2020-05-24,Boat,18,31,0.5806451612903226
Skykomish summer Chinook 2020,2020-05-31,Bank,11,57,0.19298245614035087
Skykomish summer Chinook 2020,2020-05-31,Boat,46,57,0.8070175438596491
Skykomish summer Chinook 2020,2020-06-07,Bank,19,52,0.36538461538461536
Skykomish summer Chinook 2020,2020-06-07,Boat,33,52,0.6346153846153846
Skykomish summer Chinook 2020,2020-06-14,Bank,21,63,0.3333333333333333
Skykomish summer Chinook 2020,2020-06-14,Boat,42,63,0.6666666666666666
Skykomish summer Chinook 2020,2020-06-21,Bank,22,59,0.3728813559322034
Skykomish summer Chinook 2020,2020-06-21,Boat,37,59,0.6271186440677966
Skykomish summer Chinook 2020,2020-06-28,Bank,11,33,0.3333333333333333
Skykomish summer Chinook 2020,2020-06-28,Boat,22,33,0.6666666666666666
Skykomish summer Chinook 2020,2020-07-05,Bank,7,29,0.2413793103448276
Skykomish summer Chinook 2020,2020-07-05,Boat,22,29,0.7586206896551724
Skykomish summer Chinook 2020,2020-07-12,Bank,28,44,0.6363636363636364
Skykomish summer Chinook 2020,2020-07-12,Boat,16,44,0.36363636363636365
Skykomish summer Chinook 2020,2020-07-19,Bank,20,25,0.8
Skykomish summer Chinook 2020,2020-07-19,Boat,5,25,0.2
Skykomish summer Chinook 2021,2021-05-23,Bank,5,23,0.21739130434782608
Skykomish summer Chinook 2021,2021-05-23,Boat,18,23,0.782608695652174
Skykomish summer Chinook 2021,2021-05-30,Bank,12,30,0.4
Skykomish summer Chinook 2021,2021-05-30,Boat,18,30,0.6
Skykomish summer Chinook 2021,2021-06-06,Bank,9,74,0.12162162162162163
Skykomish summer Chinook 2021,2021-06-06,Boat,65,74,0.8783783783783784
Skykomish summer Chinook 2021,2021-06-13,Bank,47,88,0.5340909090909091
Skykomish summer Chinook 2021,2021-06-13,Boat,41,88,0.4659090909090909
Skykomish summer Chinook 2021,2021-06-20,Bank,7,35,0.2
Skykomish summer Chinook 2021,2021-06-20,Boat,28,35,0.8
Skykomish summer Chinook 2021,2021-06-27,Bank,28,58,0.4827586206896552
Skykomish summer Chinook 2021,2021-06-27,Boat,30,58,0.5172413793103449
Skykomish summer Chinook 2021,2021-07-04,Bank,24,52,0.46153846153846156
Skykomish summer Chinook 2021,2021-07-04,Boat,28,52,0.5384615384615384
Skykomish summer Chinook 2021,2021-07-11,Bank,14,36,0.3888888888888889
Skykomish summer Chinook 2021,2021-07-11,Boat,22,36,0.6111111111111112
Skykomish summer Chinook 2021,2021-07-18,Bank,10,16,0.625
Skykomish summer Chinook 2021,2021-07-18,Boat,6,16,0.375
Skykomish summer Chinook 2023,2023-05-21,Bank,17,43,0.3953488372093023
Skykomish summer Chinook 2023,2023-05-21,Boat,26,43,0.6046511627906976
Skykomish summer Chinook 2023,2023-05-28,Bank,34,67,0.5074626865671642
Skykomish summer Chinook 2023,2023-05-28,Boat,33,67,0.4925373134328358
Skykomish summer Chinook and gamefish 2022,2022-05-22,Bank,8,17,0.47058823529411764
Skykomish summer Chinook and gamefish 2022,2022-05-22,Boat,9,17,0.5294117647058824
Skykomish summer Chinook and gamefish 2022,2022-05-29,Bank,25,50,0.5
Skykomish summer Chinook and gamefish 2022,2022-05-29,Boat,25,50,0.5
Skykomish summer Chinook and gamefish 2022,2022-06-05,Bank,55,82,0.6707317073170732
Skykomish summer Chinook and gamefish 2022,2022-06-05,Boat,27,82,0.32926829268292684
Skykomish summer Chinook and gamefish 2022,2022-06-12,Bank,76,116,0.6551724137931034
Skykomish summer Chinook and gamefish 2022,2022-06-12,Boat,40,116,0.3448275862068966
Skykomish summer Chinook and gamefish 2022,2022-06-19,Bank,57,112,0.5089285714285714
Skykomish summer Chinook and gamefish 2022,2022-06-19,Boat,55,112,0.49107142857142855
Skykomish summer Chinook and gamefish 2022,2022-06-26,Bank,58,100,0.58
Skykomish summer Chinook and gamefish 2022,2022-06-26,Boat,42,100,0.42
Skykomish summer Chinook and gamefish 2022,2022-07-03,Bank,60,97,0.6185567010309279
Skykomish summer Chinook and gamefish 2022,2022-07-03,Boat,37,97,0.38144329896907214
Skykomish summer Chinook and gamefish 2022,2022-07-10,Bank,53,74,0.7162162162162162
Skykomish summer Chinook and gamefish 2022,2022-07-10,Boat,21,74,0.28378378378378377
Skykomish summer Chinook and gamefish 2022,2022-07-17,Bank,59,83,0.7108433734939759
Skykomish summer Chinook and gamefish 2022,2022-07-17,Boat,24,83,0.2891566265060241
Skykomish summer Chinook and gamefish 2022,2022-07-24,Bank,48,58,0.8275862068965517
Skykomish summer Chinook and gamefish 2022,2022-07-24,Boat,10,58,0.1724137931034483
Skykomish summer Chinook and gamefish 2022,2022-07-31,Bank,15,17,0.8823529411764706
Skykomish summer Chinook and gamefish 2022,2022-07-31,Boat,2,17,0.11764705882352941
Skykomish summer Chinook and gamefish 2022,2022-08-07,Bank,3,3,1
Skykomish summer Chinook and gamefish 2022,2022-08-14,Bank,3,3,1
Skykomish summer Chinook and gamefish 2022,2022-08-21,Bank,6,6,1
Skykomish summer Chinook and gamefish 2022,2022-08-28,Bank,1,1,1
Skykomish summer Chinook and gamefish 2025,2025-06-08,Bank,66,93,0.7096774193548387
Skykomish summer Chinook and gamefish 2025,2025-06-08,Boat,27,93,0.2903225806451613
Skykomish summer Chinook and gamefish 2025,2025-06-15,Bank,56,77,0.7272727272727273
Skykomish summer Chinook and gamefish 2025,2025-06-15,Boat,21,77,0.2727272727272727
Skykomish summer Chinook and gamefish 2025,2025-06-22,Bank,47,65,0.7230769230769231
Skykomish summer Chinook and gamefish 2025,2025-06-22,Boat,18,65,0.27692307692307694
Skykomish summer Chinook and gamefish 2025,2025-06-29,Bank,24,35,0.6857142857142857
Skykomish summer Chinook and gamefish 2025,2025-06-29,Boat,11,35,0.3142857142857143
Skykomish summer Chinook and gamefish 2025,2025-07-06,Bank,23,27,0.8518518518518519
Skykomish summer Chinook and gamefish 2025,2025-07-06,Boat,4,27,0.14814814814814814
Skykomish summer gamefish 2023,2023-05-21,Bank,14,14,1
Skykomish summer gamefish 2023,2023-05-28,Bank,39,39,1
Skykomish summer gamefish 2023,2023-06-04,Bank,39,39,1
Skykomish summer gamefish 2023,2023-06-11,Bank,29,29,1
Skykomish summer gamefish 2023,2023-06-18,Bank,29,29,1
Skykomish summer gamefish 2023,2023-06-25,Bank,13,13,1
Skykomish summer gamefish 2023,2023-07-02,Bank,19,19,1
Skykomish summer gamefish 2023,2023-07-09,Bank,16,16,1
Skykomish summer gamefish 2023,2023-07-16,Bank,20,20,1
Skykomish summer gamefish 2023,2023-07-23,Bank,17,17,1
Skykomish summer gamefish 2023,2023-07-30,Bank,5,5,1
Skykomish summer steelhead 2024,2024-06-09,Bank,23,23,1
Skykomish summer steelhead 2024,2024-06-16,Bank,49,49,1
Skykomish summer steelhead 2024,2024-06-23,Bank,59,59,1
Skykomish summer steelhead 2024,2024-06-30,Bank,52,52,1
Skykomish summer steelhead 2024,2024-07-07,Bank,27,27,1
Skykomish winter gamefish 2021-22,2021-11-28,Bank,11,11,1
Skykomish winter gamefish 2021-22,2021-12-05,Bank,42,42,1
Skykomish winter gamefish 2021-22,2021-12-12,Bank,52,52,1
Skykomish winter gamefish 2021-22,2021-12-19,Bank,49,49,1
Skykomish winter gamefish 2021-22,2021-12-26,Bank,4,4,1
Skykomish winter gamefish 2021-22,2022-01-02,Bank,12,12,1
Skykomish winter gamefish 2021-22,2022-01-09,Bank,60,61,0.9836065573770492
Skykomish winter gamefish 2021-22,2022-01-09,Boat,1,61,0.01639344262295082
Skykomish winter gamefish 2021-22,2022-01-16,Bank,31,31,1
Skykomish winter gamefish 2021-22,2022-01-23,Bank,39,40,0.975
Skykomish winter gamefish 2021-22,2022-01-23,Boat,1,40,0.025
Skykomish winter gamefish 2021-22,2022-01-30,Bank,20,20,1
Skykomish winter gamefish 2021-22,2022-02-06,Bank,31,31,1
Skykomish winter gamefish 2021-22,2022-02-13,Bank,9,9,1
Skykomish winter gamefish 2022-23,2022-10-02,Bank,11,11,1
Skykomish winter gamefish 2022-23,2022-10-09,Bank,10,12,0.8333333333333334
Skykomish winter gamefish 2022-23,2022-10-09,Boat,2,12,0.16666666666666666
Skykomish winter gamefish 2022-23,2022-10-16,Bank,20,20,1
Skykomish winter gamefish 2022-23,2022-10-23,Bank,6,7,0.8571428571428571
Skykomish winter gamefish 2022-23,2022-10-23,Boat,1,7,0.14285714285714285
Skykomish winter gamefish 2022-23,2022-10-30,Bank,22,33,0.6666666666666666
Skykomish winter gamefish 2022-23,2022-10-30,Boat,11,33,0.3333333333333333
Skykomish winter gamefish 2022-23,2022-11-06,Bank,2,4,0.5
Skykomish winter gamefish 2022-23,2022-11-06,Boat,2,4,0.5
Skykomish winter gamefish 2022-23,2022-11-13,Bank,13,16,0.8125
Skykomish winter gamefish 2022-23,2022-11-13,Boat,3,16,0.1875
Skykomish winter gamefish 2022-23,2022-11-27,Bank,4,4,1
Skykomish winter gamefish 2022-23,2022-12-04,Bank,7,8,0.875
Skykomish winter gamefish 2022-23,2022-12-04,Boat,1,8,0.125
Skykomish winter gamefish 2022-23,2022-12-11,Bank,33,33,1
Skykomish winter gamefish 2022-23,2022-12-25,Bank,13,13,1
Skykomish winter gamefish 2022-23,2023-01-01,Bank,35,37,0.9459459459459459
Skykomish winter gamefish 2022-23,2023-01-01,Boat,2,37,0.05405405405405406
Skykomish winter gamefish 2022-23,2023-01-08,Bank,37,37,1
Skykomish winter gamefish 2022-23,2023-01-15,Bank,14,14,1
Skykomish winter gamefish 2022-23,2023-01-22,Bank,11,13,0.8461538461538461
Skykomish winter gamefish 2022-23,2023-01-22,Boat,2,13,0.15384615384615385
Skykomish winter gamefish 2022-23,2023-01-29,Bank,14,14,1
Skykomish winter gamefish 2022-23,2023-02-05,Bank,20,22,0.9090909090909091
Skykomish winter gamefish 2022-23,2023-02-05,Boat,2,22,0.09090909090909091
Skykomish winter gamefish 2022-23,2023-02-12,Bank,15,15,1
Snohomish fall salmon 2021,2021-08-22,Bank,47,82,0.573170731707317
Snohomish fall salmon 2021,2021-08-22,Boat,35,82,0.4268292682926829
Snohomish fall salmon 2021,2021-08-29,Bank,57,155,0.36774193548387096
Snohomish fall salmon 2021,2021-08-29,Boat,98,155,0.632258064516129
Snohomish fall salmon 2021,2021-09-05,Bank,52,166,0.3132530120481928
Snohomish fall salmon 2021,2021-09-05,Boat,114,166,0.6867469879518072
Snohomish fall salmon 2021,2021-09-12,Bank,102,171,0.5964912280701754
Snohomish fall salmon 2021,2021-09-12,Boat,69,171,0.40350877192982454
Snohomish fall salmon 2021,2021-09-19,Bank,93,168,0.5535714285714286
Snohomish fall salmon 2021,2021-09-19,Boat,75,168,0.44642857142857145
Snohomish fall salmon 2021,2021-09-26,Bank,43,82,0.524390243902439
Snohomish fall salmon 2021,2021-09-26,Boat,39,82,0.47560975609756095
Snohomish fall salmon 2021,2021-10-03,Bank,12,33,0.36363636363636365
Snohomish fall salmon 2021,2021-10-03,Boat,21,33,0.6363636363636364
Snohomish fall salmon 2021,2021-10-10,Bank,2,5,0.4
Snohomish fall salmon 2021,2021-10-10,Boat,3,5,0.6
Snohomish fall salmon 2022,2022-10-30,Bank,10,20,0.5
Snohomish fall salmon 2022,2022-10-30,Boat,10,20,0.5
Snohomish fall salmon 2022,2022-11-06,Bank,8,18,0.4444444444444444
Snohomish fall salmon 2022,2022-11-06,Boat,10,18,0.5555555555555556
Snohomish fall salmon 2022,2022-11-13,Bank,3,4,0.75
Snohomish fall salmon 2022,2022-11-13,Boat,1,4,0.25
Snohomish fall salmon 2023,2023-08-27,Bank,122,317,0.38485804416403785
Snohomish fall salmon 2023,2023-08-27,Boat,195,317,0.6151419558359621
Snohomish fall salmon 2023,2023-09-03,Bank,237,548,0.4324817518248175
Snohomish fall salmon 2023,2023-09-03,Boat,311,548,0.5675182481751825
Snohomish fall salmon 2023,2023-09-10,Bank,147,333,0.44144144144144143
Snohomish fall salmon 2023,2023-09-10,Boat,186,333,0.5585585585585585
Snohomish fall salmon 2023,2023-09-17,Bank,204,275,0.7418181818181818
Snohomish fall salmon 2023,2023-09-17,Boat,71,275,0.2581818181818182
Snohomish fall salmon 2023,2023-09-24,Bank,149,260,0.573076923076923
Snohomish fall salmon 2023,2023-09-24,Boat,111,260,0.4269230769230769
Snohomish fall salmon 2023,2023-10-01,Bank,141,236,0.597457627118644
Snohomish fall salmon 2023,2023-10-01,Boat,95,236,0.4025423728813559
Snohomish fall salmon 2023,2023-10-08,Bank,155,228,0.6798245614035088
Snohomish fall salmon 2023,2023-10-08,Boat,73,228,0.3201754385964912
Snohomish fall salmon 2023,2023-10-15,Bank,59,110,0.5363636363636364
Snohomish fall salmon 2023,2023-10-15,Boat,51,110,0.4636363636363636
Snohomish fall salmon 2023,2023-10-22,Bank,82,131,0.6259541984732825
Snohomish fall salmon 2023,2023-10-22,Boat,49,131,0.37404580152671757
Snohomish fall salmon 2023,2023-10-29,Bank,38,51,0.7450980392156863
Snohomish fall salmon 2023,2023-10-29,Boat,13,51,0.2549019607843137
Snohomish fall salmon 2023,2023-11-05,Bank,8,13,0.6153846153846154
Snohomish fall salmon 2023,2023-11-05,Boat,5,13,0.38461538461538464
Snohomish fall salmon 2023,2023-11-12,Bank,12,24,0.5
Snohomish fall salmon 2023,2023-11-12,Boat,12,24,0.5
Snohomish fall salmon 2023,2023-11-19,Bank,16,19,0.8421052631578947
Snohomish fall salmon 2023,2023-11-19,Boat,3,19,0.15789473684210525
Snohomish fall salmon 2023,2023-11-26,Bank,4,4,1
Snohomish fall salmon 2024,2024-09-15,Bank,31,103,0.30097087378640774
Snohomish fall salmon 2024,2024-09-15,Boat,72,103,0.6990291262135923
Snohomish fall salmon 2024,2024-09-22,Bank,158,354,0.4463276836158192
Snohomish fall salmon 2024,2024-09-22,Boat,196,354,0.5536723163841808
Snohomish fall salmon 2024,2024-09-29,Bank,133,301,0.4418604651162791
Snohomish fall salmon 2024,2024-09-29,Boat,168,301,0.5581395348837209
Snohomish fall salmon 2024,2024-10-06,Bank,105,174,0.603448275862069
Snohomish fall salmon 2024,2024-10-06,Boat,69,174,0.39655172413793105
Snohomish fall salmon 2024,2024-10-13,Bank,57,102,0.5588235294117647
Snohomish fall salmon 2024,2024-10-13,Boat,45,102,0.4411764705882353
Snohomish fall salmon 2024,2024-10-20,Bank,44,94,0.46808510638297873
Snohomish fall salmon 2024,2024-10-20,Boat,50,94,0.5319148936170213
Snohomish fall salmon 2024,2024-10-27,Bank,38,62,0.6129032258064516
Snohomish fall salmon 2024,2024-10-27,Boat,24,62,0.3870967741935484
Snohomish fall salmon 2024,2024-11-03,Bank,87,107,0.8130841121495327
Snohomish fall salmon 2024,2024-11-03,Boat,20,107,0.18691588785046728
Snohomish fall salmon 2024,2024-11-10,Bank,71,92,0.7717391304347826
Snohomish fall salmon 2024,2024-11-10,Boat,21,92,0.22826086956521738
Snohomish fall salmon 2024,2024-11-17,Bank,69,76,0.9078947368421053
Snohomish fall salmon 2024,2024-11-17,Boat,7,76,0.09210526315789473
Snohomish fall salmon 2024,2024-11-24,Bank,42,48,0.875
Snohomish fall salmon 2024,2024-11-24,Boat,6,48,0.125
Snohomish fall salmon 2025,2025-08-17,Bank,69,105,0.6571428571428571
Snohomish fall salmon 2025,2025-08-17,Boat,36,105,0.34285714285714286
Snohomish fall salmon 2025,2025-08-24,Bank,157,272,0.5772058823529411
