fishery_name,week,guided_status,n,total,prop
Baker summer sockeye 2022,2022-07-10,Guided,2,104,0.019230769230769232
Baker summer sockeye 2022,2022-07-10,Unguided,102,104,0.9807692307692307
Baker summer sockeye 2022,2022-07-17,Guided,2,138,0.014492753623188406
Baker summer sockeye 2022,2022-07-17,Unguided,136,138,0.9855072463768116
Baker summer sockeye 2022,2022-07-24,Guided,1,71,0.014084507042253521
Baker summer sockeye 2022,2022-07-24,Unguided,70,71,0.9859154929577465
Baker summer sockeye 2022,2022-07-31,Guided,1,96,0.010416666666666666
Baker summer sockeye 2022,2022-07-31,Unguided,95,96,0.9895833333333334
Baker summer sockeye 2022,2022-08-07,Unguided,73,73,1
Baker summer sockeye 2022,2022-08-14,Guided,3,46,0.06521739130434782
Baker summer sockeye 2022,2022-08-14,Unguided,43,46,0.9347826086956522
Baker summer sockeye 2022,2022-08-21,Unguided,30,30,1
Baker summer sockeye 2022,2022-08-28,Unguided,8,8,1
Baker summer sockeye 2023,2023-07-16,Guided,2,202,0.009900990099009901
Baker summer sockeye 2023,2023-07-16,Unguided,200,202,0.9900990099009901
Baker summer sockeye 2023,2023-07-23,Guided,1,104,0.009615384615384616
Baker summer sockeye 2023,2023-07-23,Unguided,103,104,0.9903846153846154
Baker summer sockeye 2023,2023-07-30,Guided,2,89,0.02247191011235955
Baker summer sockeye 2023,2023-07-30,Unguided,87,89,0.9775280898876404
Baker summer sockeye 2023,2023-08-06,Guided,4,73,0.0547945205479452
Baker summer sockeye 2023,2023-08-06,Unguided,69,73,0.9452054794520548
Baker summer sockeye 2023,2023-08-13,Unguided,17,17,1
Cascade fall salmon 2021,2021-09-19,Unguided,7,7,1
Cascade fall salmon 2021,2021-09-26,Unguided,14,14,1
Cascade fall salmon 2021,2021-10-03,Unguided,10,10,1
Cascade fall salmon 2021,2021-10-10,Unguided,13,13,1
Cascade fall salmon 2021,2021-10-17,Unguided,17,17,1
Cascade fall salmon 2021,2021-10-24,Unguided,6,6,1
Cascade fall salmon 2021,2021-10-31,Unguided,16,16,1
Cascade fall salmon 2021,2021-11-07,Unguided,5,5,1
Cascade fall salmon 2021,2021-11-14,Unguided,10,10,1
Cascade fall salmon 2021,2021-11-21,Unguided,7,7,1
Cascade fall salmon 2021,2021-11-28,Unguided,1,1,1
Cascade fall salmon 2022,2022-09-18,Unguided,8,8,1
Cascade fall salmon 2022,2022-09-25,Unguided,21,21,1
Cascade fall salmon 2022,2022-10-02,Unguided,30,30,1
Cascade fall salmon 2022,2022-10-09,Unguided,38,38,1
Cascade fall salmon 2022,2022-10-16,Unguided,25,25,1
Cascade fall salmon 2022,2022-10-23,Unguided,14,14,1
Cascade fall salmon 2022,2022-10-30,Unguided,13,13,1
Cascade fall salmon 2022,2022-11-06,Unguided,12,12,1
Cascade fall salmon 2022,2022-11-13,Unguided,15,15,1
Cascade fall salmon 2022,2022-11-20,Unguided,3,3,1
Cascade fall salmon 2022,2022-11-27,Unguided,3,3,1
Cascade fall salmon 2023,2023-09-10,Unguided,5,5,1
Cascade fall salmon 2023,2023-09-17,Unguided,6,6,1
Cascade fall salmon 2023,2023-09-24,Unguided,31,31,1
Cascade fall salmon 2023,2023-10-01,Unguided,29,29,1
Cascade fall salmon 2023,2023-10-08,Unguided,56,56,1
Cascade fall salmon 2023,2023-10-15,Guided,1,32,0.03125
Cascade fall salmon 2023,2023-10-15,Unguided,31,32,0.96875
Cascade fall salmon 2023,2023-10-22,Unguided,35,35,1
Cascade fall salmon 2023,2023-10-29,Unguided,29,29,1
Cascade fall salmon 2023,2023-11-05,Unguided,23,23,1
Cascade fall salmon 2023,2023-11-12,Unguided,19,19,1
Cascade fall salmon 2023,2023-11-19,Unguided,5,5,1
Cascade fall salmon 2023,2023-11-26,Unguided,3,3,1
Cascade fall salmon 2024,2024-09-15,Unguided,19,19,1
Cascade fall salmon 2024,2024-09-22,Unguided,11,11,1
Cascade fall salmon 2024,2024-09-29,Unguided,18,18,1
Cascade fall salmon 2024,2024-10-06,Unguided,22,22,1
Cascade fall salmon 2024,2024-10-13,Unguided,36,36,1
Cascade fall salmon 2024,2024-10-20,Unguided,31,31,1
Cascade fall salmon 2024,2024-10-27,Unguided,34,34,1
Cascade fall salmon 2024,2024-11-03,Unguided,15,15,1
Cascade fall salmon 2024,2024-11-10,Unguided,3,3,1
Cascade fall salmon 2024,2024-11-17,Unguided,6,6,1
Cascade fall salmon 2024,2024-11-24,Unguided,5,5,1
Cascade spring Chinook 2022,2022-05-29,Unguided,36,36,1
Cascade spring Chinook 2022,2022-06-05,Unguided,72,72,1
Cascade spring Chinook 2022,2022-06-12,Unguided,43,43,1
Cascade spring Chinook 2022,2022-06-19,Unguided,79,79,1
Cascade spring Chinook 2022,2022-06-26,Unguided,97,97,1
Cascade spring Chinook 2022,2022-07-03,Unguided,46,46,1
Cascade spring Chinook 2022,2022-07-10,Unguided,38,38,1
Cascade spring Chinook 2023,2023-05-28,Unguided,24,24,1
Cascade spring Chinook 2023,2023-06-04,Unguided,26,26,1
Cascade spring Chinook 2023,2023-06-11,Unguided,45,45,1
Cascade spring Chinook 2023,2023-06-18,Unguided,10,10,1
Cascade spring Chinook 2023,2023-06-25,Unguided,25,25,1
Cascade spring Chinook 2023,2023-07-02,Unguided,11,11,1
Cascade spring Chinook 2023,2023-07-09,Unguided,17,17,1
Cascade spring Chinook 2024,2024-05-26,Unguided,30,30,1
Cascade spring Chinook 2024,2024-06-02,Unguided,52,52,1
Cascade spring Chinook 2024,2024-06-09,Unguided,48,48,1
Cascade spring Chinook 2024,2024-06-16,Unguided,1,1,1
Cascade spring Chinook 2024,2024-06-23,Unguided,8,8,1
Cascade spring Chinook 2024,2024-06-30,Unguided,10,10,1
Cascade spring Chinook 2024,2024-07-07,Unguided,4,4,1
Cascade spring Chinook 2024,2024-07-14,Unguided,1,1,1
Cascade winter gamefish 2021-22,2021-11-28,Unguided,2,2,1
Cascade winter gamefish 2021-22,2021-12-05,Unguided,6,6,1
Cascade winter gamefish 2021-22,2021-12-12,Unguided,1,1,1
Cascade winter gamefish 2021-22,2021-12-19,Unguided,1,1,1
Cascade winter gamefish 2021-22,2021-12-26,Unguided,1,1,1
Cascade winter gamefish 2021-22,2022-01-02,Unguided,1,1,1
Cascade winter gamefish 2021-22,2022-01-09,Unguided,2,2,1
Cascade winter gamefish 2021-22,2022-01-16,Unguided,1,1,1
Cascade winter gamefish 2023,2023-01-08,Unguided,4,4,1
Cascade winter gamefish 2023,2023-01-15,Unguided,3,3,1
Chehalis salmon 2022,2022-09-11,Guided,1,56,0.017857142857142856
Chehalis salmon 2022,2022-09-11,Unguided,55,56,0.9821428571428571
Chehalis salmon 2022,2022-09-18,Guided,3,121,0.024793388429752067
Chehalis salmon 2022,2022-09-18,Unguided,118,121,0.9752066115702479
Chehalis salmon 2022,2022-09-25,Guided,10,123,0.08130081300813008
Chehalis salmon 2022,2022-09-25,Unguided,113,123,0.9186991869918699
Chehalis salmon 2022,2022-10-02,Guided,7,81,0.08641975308641975
Chehalis salmon 2022,2022-10-02,Unguided,74,81,0.9135802469135802
Chehalis salmon 2022,2022-10-09,Guided,9,135,0.06666666666666667
Chehalis salmon 2022,2022-10-09,Unguided,126,135,0.9333333333333333
Chehalis salmon 2022,2022-10-16,Guided,27,132,0.20454545454545456
Chehalis salmon 2022,2022-10-16,Unguided,105,132,0.7954545454545454
Chehalis salmon 2022,2022-10-23,Guided,19,141,0.1347517730496454
Chehalis salmon 2022,2022-10-23,Unguided,122,141,0.8652482269503546
Chehalis salmon 2022,2022-10-30,Guided,10,33,0.30303030303030304
Chehalis salmon 2022,2022-10-30,Unguided,23,33,0.696969696969697
Chehalis salmon 2022,2022-11-06,Guided,1,9,0.1111111111111111
Chehalis salmon 2022,2022-11-06,Unguided,8,9,0.8888888888888888
Chehalis salmon 2022,2022-11-13,Guided,1,16,0.0625
Chehalis salmon 2022,2022-11-13,Unguided,15,16,0.9375
Chehalis salmon 2022,2022-11-20,Guided,2,20,0.1
Chehalis salmon 2022,2022-11-20,Unguided,18,20,0.9
Chehalis salmon 2022,2022-11-27,Unguided,4,4,1
Chehalis salmon 2022,2022-12-04,Unguided,9,9,1
Chehalis salmon 2022,2022-12-11,Unguided,3,3,1
Chehalis salmon 2024,2024-09-15,Guided,1,175,0.005714285714285714
Chehalis salmon 2024,2024-09-15,Unguided,174,175,0.9942857142857143
Chehalis salmon 2024,2024-09-22,Guided,7,244,0.028688524590163935
Chehalis salmon 2024,2024-09-22,Unguided,237,244,0.9713114754098361
Chehalis salmon 2024,2024-09-29,Guided,3,130,0.023076923076923078
Chehalis salmon 2024,2024-09-29,Unguided,127,130,0.9769230769230769
Chehalis salmon 2024,2024-10-06,Guided,6,142,0.04225352112676056
Chehalis salmon 2024,2024-10-06,Unguided,136,142,0.9577464788732394
Chehalis salmon 2024,2024-10-13,Guided,12,127,0.09448818897637795
Chehalis salmon 2024,2024-10-13,Unguided,115,127,0.905511811023622
Chehalis salmon 2024,2024-10-20,Guided,4,94,0.0425531914893617
Chehalis salmon 2024,2024-10-20,Unguided,90,94,0.9574468085106383
Chehalis salmon 2024,2024-10-27,Guided,9,120,0.075
Chehalis salmon 2024,2024-10-27,Unguided,111,120,0.925
Chehalis salmon 2024,2024-11-03,Guided,9,142,0.06338028169014084
Chehalis salmon 2024,2024-11-03,Unguided,133,142,0.9366197183098591
Chehalis salmon 2024,2024-11-10,Guided,1,53,0.018867924528301886
Chehalis salmon 2024,2024-11-10,Unguided,52,53,0.9811320754716981
Chehalis salmon 2024,2024-11-17,Unguided,22,22,1
Chehalis salmon 2024,2024-11-24,Unguided,39,39,1
Chehalis salmon 2024,2024-12-01,Guided,2,25,0.08
Chehalis salmon 2024,2024-12-01,Unguided,23,25,0.92
Chehalis salmon 2024,2024-12-08,Unguided,20,20,1
Chehalis salmon 2024,2024-12-15,Unguided,7,7,1
Chehalis salmon 2024,2024-12-22,Unguided,1,1,1
Chehalis salmon 2025,2025-09-14,Guided,5,218,0.022935779816513763
Chehalis salmon 2025,2025-09-14,Unguided,213,218,0.9770642201834863
Chehalis salmon 2025,2025-09-21,Guided,2,176,0.011363636363636364
Chehalis salmon 2025,2025-09-21,Unguided,174,176,0.9886363636363636
Chehalis salmon 2025,2025-09-28,Guided,5,180,0.027777777777777776
Chehalis salmon 2025,2025-09-28,Unguided,175,180,0.9722222222222222
Chehalis salmon 2025,2025-10-05,Guided,7,115,0.06086956521739131
Chehalis salmon 2025,2025-10-05,Unguided,108,115,0.9391304347826087
Chehalis salmon 2025,2025-10-12,Guided,18,160,0.1125
Chehalis salmon 2025,2025-10-12,Unguided,142,160,0.8875
Chehalis salmon 2025,2025-10-19,Guided,15,94,0.1595744680851064
Chehalis salmon 2025,2025-10-19,Unguided,79,94,0.8404255319148937
Chehalis salmon 2025,2025-10-26,Guided,10,125,0.08
Chehalis salmon 2025,2025-10-26,Unguided,115,125,0.92
Chehalis salmon 2025,2025-11-02,Guided,2,71,0.028169014084507043
Chehalis salmon 2025,2025-11-02,Unguided,69,71,0.971830985915493
Chehalis salmon 2025,2025-11-09,Guided,5,36,0.1388888888888889
Chehalis salmon 2025,2025-11-09,Unguided,31,36,0.8611111111111112
Chehalis salmon 2025,2025-11-16,Guided,6,104,0.057692307692307696
Chehalis salmon 2025,2025-11-16,Unguided,98,104,0.9423076923076923
Chehalis salmon 2025,2025-11-23,Guided,2,58,0.034482758620689655
Chehalis salmon 2025,2025-11-23,Unguided,56,58,0.9655172413793104
Chehalis salmon 2025,2025-11-30,Guided,1,11,0.09090909090909091
Chehalis salmon 2025,2025-11-30,Unguided,10,11,0.9090909090909091
Chehalis salmon 2025,2025-12-07,Unguided,4,4,1
Chehalis salmon 2025,2025-12-21,Unguided,2,2,1
Chehalis salmon 2025,2025-12-28,Unguided,1,1,1
Chehalis winter steelhead 2024-25,2024-10-27,Guided,2,40,0.05
Chehalis winter steelhead 2024-25,2024-10-27,Unguided,38,40,0.95
Chehalis winter steelhead 2024-25,2024-11-03,Guided,9,129,0.06976744186046512
Chehalis winter steelhead 2024-25,2024-11-03,Unguided,120,129,0.9302325581395349
Chehalis winter steelhead 2024-25,2024-11-10,Guided,1,47,0.02127659574468085
Chehalis winter steelhead 2024-25,2024-11-10,Unguided,46,47,0.9787234042553191
Chehalis winter steelhead 2024-25,2024-11-17,Unguided,22,22,1
Chehalis winter steelhead 2024-25,2024-11-24,Unguided,39,39,1
Chehalis winter steelhead 2024-25,2024-12-01,Guided,2,25,0.08
Chehalis winter steelhead 2024-25,2024-12-01,Unguided,23,25,0.92
Chehalis winter steelhead 2024-25,2024-12-08,Unguided,20,20,1
Chehalis winter steelhead 2024-25,2024-12-15,Unguided,7,7,1
Chehalis winter steelhead 2024-25,2024-12-22,Unguided,1,1,1
Chehalis winter steelhead 2024-25,2024-12-29,Unguided,1,1,1
Chehalis winter steelhead 2024-25,2025-01-05,Unguided,5,5,1
Chehalis winter steelhead 2024-25,2025-01-12,Unguided,9,9,1
Chehalis winter steelhead 2024-25,2025-01-19,Unguided,8,8,1
Chehalis winter steelhead 2024-25,2025-01-26,Unguided,5,5,1
Chehalis winter steelhead 2024-25,2025-02-02,Unguided,13,13,1
Chehalis winter steelhead 2024-25,2025-02-09,Unguided,2,2,1
Chehalis winter steelhead 2024-25,2025-02-16,Unguided,4,4,1
Chehalis winter steelhead 2025-26,2025-11-30,Guided,1,11,0.09090909090909091
Chehalis winter steelhead 2025-26,2025-11-30,Unguided,10,11,0.9090909090909091
Chehalis winter steelhead 2025-26,2025-12-07,Unguided,4,4,1
Chehalis winter steelhead 2025-26,2025-12-21,Unguided,2,2,1
Chehalis winter steelhead 2025-26,2025-12-28,Guided,1,3,0.3333333333333333
Chehalis winter steelhead 2025-26,2025-12-28,Unguided,2,3,0.6666666666666666
Chehalis winter steelhead 2025-26,2026-01-04,Unguided,5,5,1
Chehalis winter steelhead 2025-26,2026-01-11,Unguided,6,6,1
Chehalis winter steelhead 2025-26,2026-01-18,Guided,1,9,0.1111111111111111
Chehalis winter steelhead 2025-26,2026-01-18,Unguided,8,9,0.8888888888888888
Chehalis winter steelhead 2025-26,2026-01-25,Unguided,6,6,1
Chehalis winter steelhead 2025-26,2026-02-01,Unguided,5,5,1
Chehalis winter steelhead 2025-26,2026-02-08,Unguided,3,3,1
Chehalis winter steelhead 2025-26,2026-02-15,Unguided,3,3,1
Drano Lake salmon and steelhead 2023,2023-07-09,Unguided,1,1,1
Drano Lake salmon and steelhead 2023,2023-07-16,Guided,1,6,0.16666666666666666
Drano Lake salmon and steelhead 2023,2023-07-16,Unguided,5,6,0.8333333333333334
Drano Lake salmon and steelhead 2023,2023-07-23,Guided,1,16,0.0625
Drano Lake salmon and steelhead 2023,2023-07-23,Unguided,15,16,0.9375
Drano Lake salmon and steelhead 2023,2023-07-30,Guided,1,27,0.037037037037037035
Drano Lake salmon and steelhead 2023,2023-07-30,Unguided,26,27,0.9629629629629629
Drano Lake salmon and steelhead 2023,2023-08-06,Guided,2,75,0.02666666666666667
Drano Lake salmon and steelhead 2023,2023-08-06,Unguided,73,75,0.9733333333333334
Drano Lake salmon and steelhead 2023,2023-08-13,Guided,7,97,0.07216494845360824
Drano Lake salmon and steelhead 2023,2023-08-13,Unguided,90,97,0.9278350515463918
Drano Lake salmon and steelhead 2023,2023-08-20,Guided,3,88,0.03409090909090909
Drano Lake salmon and steelhead 2023,2023-08-20,Unguided,85,88,0.9659090909090909
Drano Lake salmon and steelhead 2023,2023-08-27,Guided,21,127,0.16535433070866143
Drano Lake salmon and steelhead 2023,2023-08-27,Unguided,106,127,0.8346456692913385
Drano Lake salmon and steelhead 2023,2023-09-03,Guided,13,163,0.07975460122699386
Drano Lake salmon and steelhead 2023,2023-09-03,Unguided,150,163,0.9202453987730062
Drano Lake salmon and steelhead 2023,2023-09-10,Guided,7,69,0.10144927536231885
Drano Lake salmon and steelhead 2023,2023-09-10,Unguided,62,69,0.8985507246376812
Drano Lake salmon and steelhead 2023,2023-09-17,Guided,17,69,0.2463768115942029
Drano Lake salmon and steelhead 2023,2023-09-17,Unguided,52,69,0.7536231884057971
Drano Lake salmon and steelhead 2023,2023-09-24,Guided,12,40,0.3
Drano Lake salmon and steelhead 2023,2023-09-24,Unguided,28,40,0.7
Drano Lake salmon and steelhead 2023,2023-10-01,Guided,9,68,0.1323529411764706
Drano Lake salmon and steelhead 2023,2023-10-01,Unguided,59,68,0.8676470588235294
Drano Lake salmon and steelhead 2023,2023-10-08,Guided,10,54,0.18518518518518517
Drano Lake salmon and steelhead 2023,2023-10-08,Unguided,44,54,0.8148148148148148
Drano Lake salmon and steelhead 2023,2023-10-15,Guided,9,37,0.24324324324324326
Drano Lake salmon and steelhead 2023,2023-10-15,Unguided,28,37,0.7567567567567568
Drano Lake salmon and steelhead 2023,2023-10-22,Guided,4,35,0.11428571428571428
Drano Lake salmon and steelhead 2023,2023-10-22,Unguided,31,35,0.8857142857142857
Drano Lake salmon and steelhead 2023,2023-10-29,Guided,1,7,0.14285714285714285
Drano Lake salmon and steelhead 2023,2023-10-29,Unguided,6,7,0.8571428571428571
Drano Lake salmon and steelhead 2024,2024-07-14,Unguided,7,7,1
Drano Lake salmon and steelhead 2024,2024-07-21,Guided,2,11,0.18181818181818182
Drano Lake salmon and steelhead 2024,2024-07-21,Unguided,9,11,0.8181818181818182
Drano Lake salmon and steelhead 2024,2024-07-28,Guided,4,46,0.08695652173913043
Drano Lake salmon and steelhead 2024,2024-07-28,Unguided,42,46,0.9130434782608695
Drano Lake salmon and steelhead 2024,2024-08-04,Guided,4,54,0.07407407407407407
Drano Lake salmon and steelhead 2024,2024-08-04,Unguided,50,54,0.9259259259259259
Drano Lake salmon and steelhead 2024,2024-08-11,Unguided,36,36,1
Drano Lake salmon and steelhead 2024,2024-08-18,Guided,4,83,0.04819277108433735
Drano Lake salmon and steelhead 2024,2024-08-18,Unguided,79,83,0.9518072289156626
Drano Lake salmon and steelhead 2024,2024-08-25,Unguided,39,39,1
Drano Lake salmon and steelhead 2024,2024-09-01,Guided,7,100,0.07
Drano Lake salmon and steelhead 2024,2024-09-01,Unguided,93,100,0.93
Drano Lake salmon and steelhead 2024,2024-09-08,Guided,29,145,0.2
Drano Lake salmon and steelhead 2024,2024-09-08,Unguided,116,145,0.8
Drano Lake salmon and steelhead 2024,2024-09-15,Guided,31,111,0.27927927927927926
Drano Lake salmon and steelhead 2024,2024-09-15,Unguided,80,111,0.7207207207207207
Drano Lake salmon and steelhead 2024,2024-09-22,Guided,13,81,0.16049382716049382
Drano Lake salmon and steelhead 2024,2024-09-22,Unguided,68,81,0.8395061728395061
Drano Lake salmon and steelhead 2024,2024-09-29,Guided,9,83,0.10843373493975904
Drano Lake salmon and steelhead 2024,2024-09-29,Unguided,74,83,0.891566265060241
Drano Lake salmon and steelhead 2024,2024-10-06,Guided,7,94,0.07446808510638298
Drano Lake salmon and steelhead 2024,2024-10-06,Unguided,87,94,0.925531914893617
Drano Lake salmon and steelhead 2024,2024-10-13,Guided,7,80,0.0875
Drano Lake salmon and steelhead 2024,2024-10-13,Unguided,73,80,0.9125
Drano Lake salmon and steelhead 2024,2024-10-20,Guided,3,29,0.10344827586206896
Drano Lake salmon and steelhead 2024,2024-10-20,Unguided,26,29,0.896551724137931
Drano Lake salmon and steelhead 2024,2024-10-27,Unguided,11,11,1
Drano Lake salmon and steelhead 2025,2025-06-29,Unguided,9,9,1
Drano Lake salmon and steelhead 2025,2025-07-06,Unguided,3,3,1
Drano Lake salmon and steelhead 2025,2025-07-13,Unguided,10,10,1
Drano Lake salmon and steelhead 2025,2025-07-20,Guided,3,31,0.0967741935483871
Drano Lake salmon and steelhead 2025,2025-07-20,Unguided,28,31,0.9032258064516129
Drano Lake salmon and steelhead 2025,2025-07-27,Unguided,19,19,1
Drano Lake salmon and steelhead 2025,2025-08-03,Guided,5,40,0.125
Drano Lake salmon and steelhead 2025,2025-08-03,Unguided,35,40,0.875
Drano Lake salmon and steelhead 2025,2025-08-10,Guided,2,60,0.03333333333333333
Drano Lake salmon and steelhead 2025,2025-08-10,Unguided,58,60,0.9666666666666667
Drano Lake salmon and steelhead 2025,2025-08-17,Guided,5,74,0.06756756756756757
Drano Lake salmon and steelhead 2025,2025-08-17,Unguided,69,74,0.9324324324324325
Drano Lake salmon and steelhead 2025,2025-08-24,Guided,2,46,0.043478260869565216
Drano Lake salmon and steelhead 2025,2025-08-24,Unguided,44,46,0.9565217391304348
Drano Lake salmon and steelhead 2025,2025-08-31,Guided,4,66,0.06060606060606061
Drano Lake salmon and steelhead 2025,2025-08-31,Unguided,62,66,0.9393939393939394
Drano Lake salmon and steelhead 2025,2025-09-07,Guided,13,125,0.104
Drano Lake salmon and steelhead 2025,2025-09-07,Unguided,112,125,0.896
Drano Lake salmon and steelhead 2025,2025-09-14,Guided,17,99,0.1717171717171717
Drano Lake salmon and steelhead 2025,2025-09-14,Unguided,82,99,0.8282828282828283
Drano Lake salmon and steelhead 2025,2025-09-21,Guided,27,113,0.23893805309734514
Drano Lake salmon and steelhead 2025,2025-09-21,Unguided,86,113,0.7610619469026548
Drano Lake salmon and steelhead 2025,2025-09-28,Guided,18,62,0.2903225806451613
Drano Lake salmon and steelhead 2025,2025-09-28,Unguided,44,62,0.7096774193548387
Drano Lake salmon and steelhead 2025,2025-10-05,Guided,13,94,0.13829787234042554
Drano Lake salmon and steelhead 2025,2025-10-05,Unguided,81,94,0.8617021276595744
Drano Lake salmon and steelhead 2025,2025-10-12,Guided,12,70,0.17142857142857143
Drano Lake salmon and steelhead 2025,2025-10-12,Unguided,58,70,0.8285714285714286
Drano Lake salmon and steelhead 2025,2025-10-19,Unguided,29,29,1
Drano Lake salmon and steelhead 2025,2025-10-26,Guided,1,16,0.0625
Drano Lake salmon and steelhead 2025,2025-10-26,Unguided,15,16,0.9375
Drano Lake salmon and steelhead 2026,2026-07-05,Unguided,3,3,1
Drano Lake salmon and steelhead 2026,2026-07-12,Unguided,10,10,1
Drano Lake salmon and steelhead 2026,2026-07-19,Unguided,7,7,1
Drano Lake salmon and steelhead 2026,2026-08-02,Unguided,28,28,1
Drano Lake salmon and steelhead 2026,2026-08-09,Unguided,22,22,1
Drano Lake spring Chinook 2026,2026-04-05,Unguided,15,15,1
Drano Lake spring Chinook 2026,2026-04-12,Guided,1,38,0.02631578947368421
Drano Lake spring Chinook 2026,2026-04-12,Unguided,37,38,0.9736842105263158
Drano Lake spring Chinook 2026,2026-04-19,Guided,12,107,0.11214953271028037
Drano Lake spring Chinook 2026,2026-04-19,Unguided,95,107,0.8878504672897196
Drano Lake spring Chinook 2026,2026-04-26,Guided,33,192,0.171875
Drano Lake spring Chinook 2026,2026-04-26,Unguided,159,192,0.828125
Drano Lake spring Chinook 2026,2026-05-03,Guided,61,253,0.24110671936758893
Drano Lake spring Chinook 2026,2026-05-03,Unguided,192,253,0.758893280632411
Drano Lake spring Chinook 2026,2026-05-10,Guided,27,121,0.2231404958677686
Drano Lake spring Chinook 2026,2026-05-10,Unguided,94,121,0.7768595041322314
Drano Lake spring Chinook 2026,2026-05-17,Guided,5,46,0.10869565217391304
Drano Lake spring Chinook 2026,2026-05-17,Unguided,41,46,0.8913043478260869
Drano Lake spring Chinook 2026,2026-05-24,Guided,4,10,0.4
Drano Lake spring Chinook 2026,2026-05-24,Unguided,6,10,0.6
Drano Lake spring Chinook 2026,2026-05-31,Guided,2,13,0.15384615384615385
Drano Lake spring Chinook 2026,2026-05-31,Unguided,11,13,0.8461538461538461
Drano Lake spring Chinook 2026,2026-06-07,Unguided,6,6,1
Drano Lake spring Chinook 2026,2026-06-14,Unguided,1,1,1
Drano Lake spring Chinook 2026,2026-06-21,Unguided,11,11,1
Drano Lake spring Chinook 2026,2026-07-05,Unguided,3,3,1
Drano Lake spring Chinook 2026,2026-07-12,Unguided,10,10,1
Drano Lake spring Chinook 2026,2026-07-19,Unguided,7,7,1
Hoh fall salmon 2023,2023-09-10,Guided,1,4,0.25
Hoh fall salmon 2023,2023-09-10,Unguided,3,4,0.75
Hoh fall salmon 2023,2023-09-17,Guided,7,23,0.30434782608695654
Hoh fall salmon 2023,2023-09-17,Unguided,16,23,0.6956521739130435
Hoh fall salmon 2023,2023-09-24,Guided,4,35,0.11428571428571428
Hoh fall salmon 2023,2023-09-24,Unguided,31,35,0.8857142857142857
Hoh fall salmon 2025,2025-09-14,Guided,4,29,0.13793103448275862
Hoh fall salmon 2025,2025-09-14,Unguided,25,29,0.8620689655172413
Hoh fall salmon 2025,2025-09-21,Guided,8,29,0.27586206896551724
Hoh fall salmon 2025,2025-09-21,Unguided,21,29,0.7241379310344828
Hoh fall salmon 2025,2025-09-28,Unguided,8,8,1
Hoh fall salmon 2025,2025-10-05,Guided,9,32,0.28125
Hoh fall salmon 2025,2025-10-05,Unguided,23,32,0.71875
Hoh fall salmon 2025,2025-10-12,Guided,9,38,0.23684210526315788
Hoh fall salmon 2025,2025-10-12,Unguided,29,38,0.7631578947368421
Hoh fall salmon 2025,2025-10-19,Guided,8,26,0.3076923076923077
Hoh fall salmon 2025,2025-10-19,Unguided,18,26,0.6923076923076923
Hoh fall salmon 2025,2025-10-26,Guided,4,11,0.36363636363636365
Hoh fall salmon 2025,2025-10-26,Unguided,7,11,0.6363636363636364
Hoh fall salmon 2025,2025-11-02,Guided,4,10,0.4
Hoh fall salmon 2025,2025-11-02,Unguided,6,10,0.6
Hoh fall salmon 2025,2025-11-09,Unguided,3,3,1
Hoh fall salmon 2025,2025-11-16,Guided,3,11,0.2727272727272727
Hoh fall salmon 2025,2025-11-16,Unguided,8,11,0.7272727272727273
Hoh fall salmon 2025,2025-11-23,Guided,1,11,0.09090909090909091
Hoh fall salmon 2025,2025-11-23,Unguided,10,11,0.9090909090909091
Hoh fall salmon 2025,2025-11-30,Unguided,6,6,1
Hoh winter steelhead 2022-23,2022-12-11,Unguided,7,7,1
Hoh winter steelhead 2022-23,2022-12-18,Unguided,2,2,1
Hoh winter steelhead 2022-23,2022-12-25,Unguided,9,9,1
Hoh winter steelhead 2022-23,2023-01-01,Guided,1,13,0.07692307692307693
Hoh winter steelhead 2022-23,2023-01-01,Unguided,12,13,0.9230769230769231
Hoh winter steelhead 2022-23,2023-01-08,Guided,1,6,0.16666666666666666
Hoh winter steelhead 2022-23,2023-01-08,Unguided,5,6,0.8333333333333334
Hoh winter steelhead 2022-23,2023-01-15,Guided,2,19,0.10526315789473684
Hoh winter steelhead 2022-23,2023-01-15,Unguided,17,19,0.8947368421052632
Hoh winter steelhead 2022-23,2023-01-22,Guided,7,33,0.21212121212121213
Hoh winter steelhead 2022-23,2023-01-22,Unguided,26,33,0.7878787878787878
Hoh winter steelhead 2022-23,2023-01-29,Guided,14,65,0.2153846153846154
Hoh winter steelhead 2022-23,2023-01-29,Unguided,51,65,0.7846153846153846
Hoh winter steelhead 2022-23,2023-02-05,Guided,9,40,0.225
Hoh winter steelhead 2022-23,2023-02-05,Unguided,31,40,0.775
Hoh winter steelhead 2022-23,2023-02-12,Guided,22,85,0.25882352941176473
Hoh winter steelhead 2022-23,2023-02-12,Unguided,63,85,0.7411764705882353
Hoh winter steelhead 2022-23,2023-02-19,Guided,16,44,0.36363636363636365
Hoh winter steelhead 2022-23,2023-02-19,Unguided,28,44,0.6363636363636364
Hoh winter steelhead 2022-23,2023-02-26,Guided,17,59,0.288135593220339
Hoh winter steelhead 2022-23,2023-02-26,Unguided,42,59,0.711864406779661
Hoh winter steelhead 2022-23,2023-03-05,Guided,29,90,0.32222222222222224
Hoh winter steelhead 2022-23,2023-03-05,Unguided,61,90,0.6777777777777778
Hoh winter steelhead 2022-23,2023-03-12,Guided,17,53,0.32075471698113206
